年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
9512,臺北國際商業銀行,,0,0,0,0,0,0,0,0,0,1
9512,京城商業銀行,,754000000,2027000000,2781000000,641000000,1849000000,2489000000,113000000,178000000,292000000,0
9512,臺灣工業銀行,,899000000,7424000000,8323000000,830000000,4913000000,5743000000,69000000,2511000000,2580000000,0
9512,臺中商業銀行,,2066000000,4210000000,6276000000,1561000000,3518000000,5079000000,505000000,692000000,1197000000,0
9512,臺灣中小企業銀行,,29620000000,42388000000,72007000000,20284000000,29558000000,49842000000,9336000000,12830000000,22165000000,0
9512,中國農民銀行,,0,0,0,0,0,0,0,0,0,0
9512,第七商業銀行,,0,0,0,0,0,0,0,0,0,1
9512,新竹國際商業銀行,,7396000000,10820000000,18216000000,6587000000,9726000000,16313000000,809000000,1094000000,1903000000,0
9512,台北富邦銀行,,25540000000,60545000000,86085000000,22313000000,54319000000,76632000000,3227000000,6226000000,9453000000,1
9512,中央信託局,,3686000000,15276000000,18962000000,3419000000,14946000000,18365000000,267000000,330000000,597000000,0
9512,花蓮區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9512,華泰商業銀行,,363000000,810000000,1173000000,356000000,757000000,1113000000,7000000,53000000,60000000,0
9512,安泰商業銀行,,2601000000,7473000000,10075000000,2131000000,6530000000,8661000000,470000000,943000000,1414000000,0
9512,臺灣新光商業銀行,,1695000000,10225000000,11920000000,1466000000,9416000000,10883000000,229000000,809000000,1037000000,1
9512,聯邦商業銀行,,4173000000,16668000000,20842000000,2820000000,10230000000,13050000000,1353000000,6438000000,7792000000,0
9512,遠東國際商業銀行,,8610000000,33546000000,42156000000,6725000000,16204000000,22929000000,1885000000,17342000000,19227000000,0
9512,永豐商業銀行,,52050000000,91726000000,143776000000,25615000000,51091000000,76707000000,26435000000,40635000000,67069000000,1
9512,三信商業銀行,,186000000,738000000,924000000,180000000,723000000,903000000,6000000,15000000,21000000,0
9512,板信商業銀行,,1276000000,3708000000,4984000000,1040000000,2726000000,3766000000,236000000,982000000,1218000000,0
9512,臺灣銀行,,31805000000,138267000000,170072000000,23417000000,122078000000,145495000000,8388000000,16189000000,24577000000,0
9512,外國銀行在台分行,,209344000000,263341000000,472685000000,136385000000,135636000000,272021000000,72959000000,127705000000,200664000000,0
9512,第一商業銀行,,63106000000,117016000000,180122000000,39266000000,83526000000,122792000000,23840000000,33490000000,57330000000,1
9512,寶華商業銀行,,1197000000,3806000000,5003000000,1077000000,3498000000,4575000000,120000000,308000000,428000000,0
9512,國泰世華商業銀行,,19592000000,52678000000,72270000000,13323000000,35194000000,48517000000,6269000000,17484000000,23753000000,1
9512,中華商業銀行,,1727000000,5047000000,6774000000,1309000000,4466000000,5774000000,418000000,581000000,1000000000,0
9512,華南商業銀行,,70965000000,119876000000,190840000000,48194000000,82776000000,130970000000,22771000000,37100000000,59870000000,1
9512,交通銀行,,0,0,0,0,0,0,0,0,0,1
9512,中國信託商業銀行,,73479000000,138921000000,212400000000,39661000000,68713000000,108375000000,33818000000,70208000000,104025000000,1
9512,台新國際商業銀行,,31335000000,105726000000,137061000000,19206000000,58395000000,77600000000,12129000000,47331000000,59461000000,1
9512,慶豐商業銀行,,2396000000,4970000000,7366000000,505000000,3104000000,3609000000,1891000000,1866000000,3757000000,0
9512,復華商業銀行,,4927000000,12411000000,17338000000,3596000000,9168000000,12765000000,1331000000,3243000000,4573000000,1
9512,臺灣土地銀行,,10299000000,37511000000,47810000000,9067000000,26791000000,35858000000,1232000000,10720000000,11952000000,0
9512,玉山商業銀行,,15516000000,44634000000,60150000000,9154000000,28291000000,37445000000,6362000000,16343000000,22705000000,1
9512,合作金庫商業銀行,,31047000000,75228000000,106275000000,24951000000,64335000000,89286000000,6096000000,10893000000,16989000000,0
9512,中華開發工業銀行,,1194000000,8988000000,10182000000,484000000,294000000,778000000,710000000,8694000000,9404000000,1
9512,大眾商業銀行,,12732000000,27661000000,40394000000,7981000000,19716000000,27697000000,4751000000,7945000000,12697000000,0
9512,兆豐國際商業銀行,,138374000000,277661000000,416035000000,66657000000,127754000000,194411000000,71717000000,149907000000,221624000000,1
9512,陽信商業銀行,,932000000,3269000000,4201000000,778000000,3006000000,3784000000,154000000,263000000,417000000,0
9512,高雄銀行,,1907000000,3631000000,5537000000,1531000000,3163000000,4693000000,376000000,468000000,844000000,0
9512,臺東區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9512,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
9512,華僑商業銀行,,19965000000,29366000000,49332000000,10793000000,14464000000,25257000000,9172000000,14902000000,24075000000,0
9512,萬泰商業銀行,,1976000000,3197000000,5172000000,1374000000,2747000000,4121000000,602000000,450000000,1051000000,0
9512,日盛國際商業銀行,,4891000000,8113000000,13004000000,4193000000,7385000000,11578000000,698000000,728000000,1426000000,1
9512,彰化商業銀行,,50430000000,76650000000,127079000000,32197000000,51580000000,83777000000,18233000000,25070000000,43302000000,0
9512,上海商業儲蓄銀行,,46241000000,66836000000,113078000000,17072000000,26585000000,43657000000,29169000000,40251000000,69421000000,0
