年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
9606,臺北國際商業銀行,,0,0,0,0,0,0,0,0,0,1
9606,第七商業銀行,,0,0,0,0,0,0,0,0,0,1
9606,京城商業銀行,,1110000000,2854000000,3964000000,868000000,2571000000,3439000000,242000000,283000000,525000000,0
9606,臺灣工業銀行,,419000000,9612000000,10032000000,362000000,4625000000,4988000000,57000000,4987000000,5044000000,0
9606,臺中商業銀行,,2350000000,4408000000,6758000000,1698000000,3641000000,5339000000,652000000,767000000,1419000000,0
9606,彰化商業銀行,,52465000000,86963000000,139428000000,32459000000,58849000000,91308000000,20006000000,28114000000,48120000000,0
9606,臺灣中小企業銀行,,29216000000,51454000000,80670000000,20568000000,34704000000,55272000000,8648000000,16750000000,25398000000,0
9606,新竹國際商業銀行,,15293000000,20737000000,36030000000,13464000000,17951000000,31415000000,1829000000,2786000000,4615000000,0
9606,台北富邦銀行,,32270000000,76424000000,108695000000,29041000000,65118000000,94158000000,3229000000,11306000000,14537000000,1
9606,中央信託局,,11460000000,12971000000,24431000000,11324000000,12621000000,23945000000,136000000,350000000,486000000,0
9606,花蓮區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9606,華泰商業銀行,,587000000,910000000,1497000000,572000000,898000000,1469000000,15000000,12000000,28000000,0
9606,安泰商業銀行,,3020000000,8788000000,11808000000,2593000000,7896000000,10490000000,427000000,892000000,1318000000,0
9606,臺灣新光商業銀行,,2084000000,12811000000,14895000000,1870000000,10980000000,12850000000,214000000,1831000000,2045000000,1
9606,聯邦商業銀行,,4496000000,20502000000,24999000000,3319000000,13394000000,16713000000,1177000000,7108000000,8286000000,0
9606,遠東國際商業銀行,,6708000000,36258000000,42966000000,5408000000,17629000000,23038000000,1300000000,18629000000,19928000000,0
9606,永豐商業銀行,,58808000000,91558000000,150366000000,31412000000,42737000000,74149000000,27396000000,48821000000,76217000000,1
9606,三信商業銀行,,131000000,831000000,961000000,111000000,807000000,918000000,20000000,24000000,43000000,0
9606,板信商業銀行,,1260000000,5202000000,6462000000,959000000,4006000000,4965000000,301000000,1196000000,1497000000,0
9606,臺灣銀行,,33928000000,153242000000,187170000000,26196000000,135121000000,161317000000,7732000000,18121000000,25853000000,0
9606,外國銀行在台分行,,200756000000,293400000000,494157000000,136817000000,154497000000,291313000000,63939000000,138903000000,202844000000,0
9606,第一商業銀行,,58121000000,126298000000,184419000000,42393000000,97345000000,139737000000,15728000000,28953000000,44682000000,1
9606,寶華商業銀行,,1378000000,2739000000,4117000000,1248000000,2489000000,3737000000,130000000,250000000,380000000,0
9606,國泰世華商業銀行,,22022000000,66583000000,88605000000,16218000000,42890000000,59108000000,5804000000,23693000000,29497000000,1
9606,中華商業銀行,,855000000,1713000000,2568000000,796000000,1649000000,2446000000,59000000,64000000,122000000,0
9606,華南商業銀行,,73773000000,156917000000,230689000000,51295000000,114235000000,165530000000,22478000000,42682000000,65159000000,1
9606,交通銀行,,0,0,0,0,0,0,0,0,0,1
9606,中國信託商業銀行,,96471000000,145720000000,242191000000,47881000000,71843000000,119724000000,48590000000,73877000000,122467000000,1
9606,台新國際商業銀行,,28317000000,98156000000,126473000000,19765000000,62214000000,81978000000,8552000000,35942000000,44495000000,1
9606,慶豐商業銀行,,2413000000,4007000000,6420000000,548000000,2276000000,2824000000,1865000000,1731000000,3596000000,0
9606,復華商業銀行,,5128000000,21881000000,27009000000,4037000000,17897000000,21935000000,1091000000,3984000000,5074000000,1
9606,臺灣土地銀行,,10434000000,47940000000,58374000000,9112000000,32264000000,41376000000,1322000000,15676000000,16998000000,0
9606,玉山商業銀行,,19250000000,47574000000,66824000000,12449000000,30702000000,43151000000,6801000000,16872000000,23673000000,1
9606,合作金庫商業銀行,,30802000000,94373000000,125175000000,24817000000,81730000000,106547000000,5985000000,12643000000,18628000000,0
9606,中華開發工業銀行,,1529000000,10110000000,11639000000,775000000,671000000,1446000000,754000000,9439000000,10193000000,1
9606,大眾商業銀行,,9812000000,22281000000,32093000000,6741000000,16418000000,23159000000,3071000000,5863000000,8934000000,0
9606,兆豐國際商業銀行,,145866000000,323226000000,469092000000,73388000000,156443000000,229832000000,72478000000,166783000000,239260000000,1
9606,陽信商業銀行,,1293000000,5215000000,6508000000,1137000000,4928000000,6066000000,156000000,287000000,442000000,0
9606,高雄銀行,,2204000000,4117000000,6322000000,2029000000,3702000000,5731000000,175000000,415000000,591000000,0
9606,臺東區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9606,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
9606,華僑商業銀行,,22237000000,29092000000,51329000000,12163000000,14722000000,26885000000,10074000000,14370000000,24444000000,0
9606,萬泰商業銀行,,2137000000,2839000000,4976000000,1542000000,2540000000,4082000000,595000000,299000000,894000000,0
9606,日盛國際商業銀行,,7845000000,6926000000,14771000000,7149000000,5430000000,12579000000,696000000,1496000000,2192000000,1
9606,上海商業儲蓄銀行,,47900000000,84978000000,132879000000,19195000000,38277000000,57472000000,28705000000,46701000000,75407000000,0
