年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
9607,臺北國際商業銀行,,0,0,0,0,0,0,0,0,0,1
9607,第七商業銀行,,0,0,0,0,0,0,0,0,0,1
9607,京城商業銀行,,916000000,2756000000,3672000000,772000000,2442000000,3214000000,144000000,314000000,458000000,0
9607,臺灣工業銀行,,537000000,9314000000,9850000000,482000000,4474000000,4956000000,55000000,4840000000,4894000000,0
9607,臺中商業銀行,,2599000000,4517000000,7116000000,1937000000,3733000000,5670000000,662000000,784000000,1446000000,0
9607,臺灣中小企業銀行,,29483000000,51726000000,81208000000,20515000000,33786000000,54301000000,8968000000,17940000000,26907000000,0
9607,彰化商業銀行,,54092000000,82658000000,136750000000,33361000000,54305000000,87666000000,20731000000,28353000000,49084000000,0
9607,中央信託局,,0,0,0,0,0,0,0,0,0,0
9607,稻江商業銀行,,0,0,0,0,0,0,0,0,0,0
9607,台北富邦銀行,,29654000000,72463000000,102117000000,26079000000,60356000000,86435000000,3575000000,12107000000,15682000000,1
9607,花蓮區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9607,華泰商業銀行,,733000000,979000000,1712000000,720000000,967000000,1687000000,13000000,12000000,25000000,0
9607,安泰商業銀行,,3416000000,11290000000,14706000000,2955000000,10436000000,13391000000,461000000,854000000,1315000000,0
9607,臺灣新光商業銀行,,2109000000,14015000000,16125000000,1812000000,12914000000,14726000000,297000000,1101000000,1399000000,1
9607,聯邦商業銀行,,4423000000,21081000000,25504000000,3264000000,13830000000,17094000000,1159000000,7251000000,8410000000,0
9607,遠東國際商業銀行,,6760000000,35112000000,41872000000,5395000000,16882000000,22277000000,1365000000,18230000000,19595000000,0
9607,永豐商業銀行,,60295000000,95543000000,155838000000,32973000000,44118000000,77092000000,27322000000,51425000000,78746000000,1
9607,三信商業銀行,,138000000,907000000,1045000000,119000000,876000000,996000000,19000000,31000000,49000000,0
9607,板信商業銀行,,1478000000,5292000000,6771000000,1220000000,4196000000,5415000000,258000000,1096000000,1356000000,0
9607,臺灣銀行,,40598000000,180491000000,221090000000,31924000000,161261000000,193185000000,8674000000,19230000000,27905000000,0
9607,外國銀行在台分行,,209531000000,279349000000,488880000000,146868000000,141650000000,288518000000,62663000000,137699000000,200362000000,0
9607,第一商業銀行,,59796000000,117823000000,177619000000,43196000000,88317000000,131512000000,16600000000,29506000000,46107000000,1
9607,寶華商業銀行,,1168000000,2673000000,3842000000,1067000000,2428000000,3495000000,101000000,245000000,347000000,0
9607,國泰世華商業銀行,,21513000000,64510000000,86023000000,15765000000,39817000000,55582000000,5748000000,24693000000,30441000000,1
9607,中華商業銀行,,850000000,1815000000,2665000000,772000000,1745000000,2516000000,78000000,70000000,149000000,0
9607,華南商業銀行,,72892000000,136406000000,209298000000,50555000000,93344000000,143899000000,22337000000,43062000000,65399000000,1
9607,交通銀行,,0,0,0,0,0,0,0,0,0,1
9607,中國信託商業銀行,,85071000000,142122000000,227193000000,45931000000,63712000000,109643000000,39140000000,78410000000,117550000000,1
9607,台新國際商業銀行,,30257000000,99640000000,129898000000,20310000000,61542000000,81852000000,9947000000,38098000000,48046000000,1
9607,慶豐商業銀行,,2526000000,4225000000,6750000000,601000000,2313000000,2914000000,1925000000,1912000000,3836000000,0
9607,復華商業銀行,,5243000000,21407000000,26650000000,4214000000,17460000000,21674000000,1029000000,3947000000,4976000000,1
9607,臺灣土地銀行,,10419000000,50056000000,60476000000,9104000000,33832000000,42936000000,1315000000,16224000000,17540000000,0
9607,玉山商業銀行,,17854000000,48549000000,66403000000,10820000000,27212000000,38032000000,7034000000,21337000000,28371000000,1
9607,合作金庫商業銀行,,28394000000,80205000000,108599000000,23038000000,66351000000,89389000000,5356000000,13854000000,19210000000,0
9607,中華開發工業銀行,,1218000000,9832000000,11050000000,521000000,455000000,976000000,697000000,9377000000,10074000000,1
9607,大眾商業銀行,,10674000000,21080000000,31754000000,6947000000,13742000000,20690000000,3727000000,7338000000,11064000000,0
9607,兆豐國際商業銀行,,150332000000,305684000000,456015000000,74143000000,131625000000,205769000000,76189000000,174059000000,250246000000,1
9607,陽信商業銀行,,1411000000,5297000000,6708000000,1291000000,5013000000,6304000000,120000000,284000000,404000000,0
9607,高雄銀行,,1963000000,4346000000,6308000000,1803000000,3707000000,5510000000,160000000,639000000,798000000,0
9607,臺東區中小企業銀行,,0,0,0,0,0,0,0,0,0,0
9607,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
9607,華僑商業銀行,,21073000000,29436000000,50509000000,11939000000,14895000000,26834000000,9134000000,14541000000,23675000000,0
9607,萬泰商業銀行,,2089000000,2843000000,4932000000,1473000000,2580000000,4052000000,616000000,263000000,880000000,0
9607,日盛國際商業銀行,,5320000000,8170000000,13490000000,4665000000,5971000000,10636000000,655000000,2199000000,2854000000,1
9607,上海商業儲蓄銀行,,46839000000,95604000000,142443000000,18315000000,48483000000,66797000000,28524000000,47121000000,75646000000,0
9607,渣打國際商業銀行,,20354000000,21515000000,41870000000,17462000000,18552000000,36014000000,2892000000,2963000000,5856000000,0
