年月,銀行,銀行英文,全行外匯活期存款,全行外匯定期存款,全行總額,國內外匯活期存款,國內外匯定期存款,國內總額,海外外匯活期存款,海外外匯定期存款,海外總額,金控註記
9906,匯豐,,57530000000,39080000000,96610000000,34680000000,18453000000,53133000000,22850000000,20627000000,43477000000,0
9906,京城商業銀行,,1413000000,5049000000,6462000000,1297000000,4152000000,5449000000,116000000,897000000,1013000000,0
9906,臺灣工業銀行,,1960000000,12024000000,13985000000,1569000000,5327000000,6896000000,391000000,6697000000,7089000000,0
9906,臺灣中小企業銀行,,47855000000,43099000000,90954000000,33284000000,29491000000,62775000000,14571000000,13608000000,28179000000,0
9906,外國銀行在臺分行,,120096000000,110947000000,231043000000,80866000000,53263000000,134129000000,39230000000,57684000000,96914000000,0
9906,台北富邦銀行,,75446000000,83168000000,158614000000,60841000000,67373000000,128214000000,14605000000,15795000000,30400000000,1
9906,華泰商業銀行,,1108000000,1016000000,2125000000,1063000000,932000000,1995000000,45000000,84000000,130000000,0
9906,花旗,,187844000000,149307000000,337151000000,128523000000,97732000000,226255000000,59321000000,51575000000,110896000000,0
9906,安泰商業銀行,,6711000000,16622000000,23333000000,6183000000,12796000000,18978000000,528000000,3826000000,4355000000,0
9906,臺灣新光商業銀行,,8370000000,15564000000,23934000000,6598000000,13084000000,19681000000,1772000000,2480000000,4253000000,1
9906,聯邦商業銀行,,6835000000,17746000000,24582000000,5295000000,13246000000,18540000000,1540000000,4500000000,6042000000,0
9906,大台北商業銀行,,0,0,0,0,0,0,0,0,0,0
9906,永豐商業銀行,,73191000000,69302000000,142493000000,31759000000,29375000000,61133000000,41432000000,39927000000,81360000000,1
9906,三信商業銀行,,321000000,598000000,919000000,295000000,591000000,886000000,26000000,7000000,33000000,0
9906,板信商業銀行,,2318000000,3970000000,6287000000,1983000000,3408000000,5391000000,335000000,562000000,896000000,0
9906,元大商業銀行,,11748000000,17534000000,29282000000,9490000000,13802000000,23292000000,2258000000,3732000000,5990000000,1
9906,第一商業銀行,,117836000000,134249000000,252086000000,73907000000,76944000000,150851000000,43929000000,57305000000,101235000000,1
9906,國泰世華商業銀行,,53808000000,98582000000,152390000000,42863000000,71917000000,114780000000,10945000000,26665000000,37610000000,1
9906,華南商業銀行,,118347000000,112651000000,230998000000,79102000000,67727000000,146828000000,39245000000,44924000000,84170000000,1
9906,中國信託商業銀行,,143105000000,126100000000,269205000000,70261000000,40047000000,110307000000,72844000000,86053000000,158898000000,1
9906,台新國際商業銀行,,62101000000,60890000000,122991000000,45230000000,39090000000,84320000000,16871000000,21800000000,38671000000,1
9906,遠東國際商業銀行,,8809000000,32360000000,41169000000,6673000000,11182000000,17855000000,2136000000,21178000000,23314000000,0
9906,臺灣土地銀行,,21128000000,42684000000,63812000000,18146000000,28281000000,46427000000,2982000000,14403000000,17385000000,0
9906,玉山商業銀行,,42703000000,52729000000,95432000000,26685000000,32846000000,59531000000,16018000000,19883000000,35901000000,1
9906,合作金庫商業銀行,,59318000000,86222000000,145540000000,47581000000,66399000000,113980000000,11737000000,19823000000,31560000000,0
9906,中華開發工業銀行,,2420000000,8614000000,11034000000,1075000000,1278000000,2354000000,1345000000,7336000000,8680000000,1
9906,台中商業銀行,,5574000000,6835000000,12409000000,4461000000,5361000000,9822000000,1113000000,1474000000,2587000000,0
9906,慶豐商業銀行,,0,0,0,0,0,0,0,0,0,0
9906,兆豐國際商業銀行,,253154000000,264271000000,517426000000,123593000000,104178000000,227771000000,129561000000,160093000000,289655000000,1
9906,彰化商業銀行,,76731000000,94382000000,171113000000,51455000000,53590000000,105045000000,25276000000,40792000000,66068000000,1
9906,陽信商業銀行,,2650000000,3213000000,5863000000,2180000000,3095000000,5275000000,470000000,118000000,588000000,0
9906,高雄銀行,,3113000000,5427000000,8540000000,2706000000,3266000000,5972000000,407000000,2161000000,2568000000,0
9906,中國輸出入銀行,,0,0,0,0,0,0,0,0,0,0
9906,大眾商業銀行,,21024000000,28655000000,49680000000,13223000000,19681000000,32904000000,7801000000,8974000000,16776000000,0
9906,萬泰商業銀行,,2808000000,1375000000,4183000000,2691000000,1363000000,4054000000,117000000,12000000,129000000,0
9906,日盛國際商業銀行,,6186000000,4277000000,10463000000,5296000000,3825000000,9121000000,890000000,452000000,1342000000,1
9906,上海商業儲蓄銀行,,71713000000,74961000000,146674000000,27461000000,29290000000,56751000000,44252000000,45671000000,89923000000,0
9906,臺灣銀行,,75639000000,246646000000,322285000000,60595000000,198956000000,259551000000,15044000000,47690000000,62734000000,1
9906,渣打國際商業銀行,,71752000000,24530000000,96282000000,60751000000,17770000000,78521000000,11001000000,6760000000,17761000000,0
